date,country,category,type,query_id,keyword,score
2025-08-10,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,70
2025-08-17,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,63
2025-08-24,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,68
2025-08-31,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,62
2025-09-07,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,49
2025-09-14,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,43
2025-09-21,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,34
2025-09-28,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,61
2025-10-05,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,46
2025-10-12,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,56
2025-10-19,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,46
2025-10-26,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,44
2025-11-02,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,33
2025-11-09,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,39
2025-11-16,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,48
2025-11-23,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,44
2025-11-30,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,54
2025-12-07,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,41
2025-12-14,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,42
2025-12-21,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,46
2025-12-28,HK,sunscreen_spf,baseline,sunscreen_baseline,sunscreen,44
2023-12-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-01-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-01-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-01-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-01-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-02-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-02-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-02-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-02-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-03-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-03-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-03-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-03-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-03-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-04-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-04-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-04-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-04-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-05-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-05-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-05-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-05-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-06-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-06-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-06-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-06-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-06-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-07-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-07-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-07-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-07-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-08-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-08-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-08-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,65
2024-08-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-09-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-09-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-09-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-09-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-09-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-10-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-10-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-10-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-10-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-11-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-11-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-11-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-11-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-12-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-12-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-12-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-12-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2024-12-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-01-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-01-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-01-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-01-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-02-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-02-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-02-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-02-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-03-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-03-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-03-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-03-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-03-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-04-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-04-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-04-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-04-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-05-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-05-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-05-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-05-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-06-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,74
2025-06-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-06-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-06-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-06-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,81
2025-07-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-07-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-07-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-07-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-08-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-08-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-08-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-08-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-08-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-09-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-09-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-09-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-09-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-10-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-10-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-10-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-10-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,78
2025-11-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-11-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-11-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-11-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-11-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-12-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-12-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-12-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2025-12-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,mineral sunscreen,0
2023-12-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-01-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-01-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-01-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-01-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-02-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-02-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-02-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-02-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-03-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-03-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-03-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-03-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-03-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-04-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-04-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,100
2024-04-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-04-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-05-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-05-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-05-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-05-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-06-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-06-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-06-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-06-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-06-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-07-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-07-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-07-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-07-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-08-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-08-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-08-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-08-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-09-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-09-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-09-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-09-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-09-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-10-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-10-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-10-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-10-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-11-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-11-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-11-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-11-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-12-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-12-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-12-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-12-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2024-12-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-01-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-01-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-01-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-01-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-02-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-02-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-02-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-02-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-03-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-03-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-03-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-03-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-03-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-04-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-04-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-04-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-04-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-05-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-05-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-05-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-05-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-06-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-06-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-06-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-06-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-06-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-07-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-07-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-07-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-07-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-08-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-08-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-08-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-08-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-08-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-09-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-09-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-09-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-09-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-10-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-10-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-10-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-10-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-11-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-11-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-11-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-11-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-11-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-12-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-12-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-12-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2025-12-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,tinted sunscreen,0
2023-12-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-01-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-01-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-01-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-01-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-02-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-02-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-02-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-02-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-03-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-03-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-03-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-03-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-03-31,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-04-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-04-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-04-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-04-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-05-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-05-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-05-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-05-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-06-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-06-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-06-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-06-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-06-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-07-07,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-07-14,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-07-21,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-07-28,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-08-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-08-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-08-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-08-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-09-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-09-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-09-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-09-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-09-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-10-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-10-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-10-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-10-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-11-03,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-11-10,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-11-17,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-11-24,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-12-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-12-08,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-12-15,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-12-22,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2024-12-29,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-01-05,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-01-12,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-01-19,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-01-26,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-02-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-02-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-02-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-02-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-03-02,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-03-09,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-03-16,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-03-23,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-03-30,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-04-06,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-04-13,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-04-20,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-04-27,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-05-04,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-05-11,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-05-18,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-05-25,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
2025-06-01,HK,sunscreen_spf,subcategory,sunscreen_subcategories,SPF moisturizer,0
