year,code,trade_value_usd,net_weight_kg,country,iso3,iso_numeric,region
2023,498,41703101.0,1336785.943,Rep. of Moldova,MDA,498.0,Europe
2023,499,22590669.758,1069146.71,Montenegro,MNE,499.0,Europe
2023,500,64509.6,5192.46,Montserrat,MSR,500.0,North America
2023,504,140252210.859,9520974.569,Morocco,MAR,504.0,Africa
2023,508,4174000.0,2719358.0,Mozambique,MOZ,508.0,Africa
2023,512,109850311.922,3209153.442,Oman,OMN,512.0,Asia
2023,516,35271782.888,6877570.621,Namibia,NAM,516.0,Africa
2023,528,1513532112.174,257816495.622,Netherlands,NLD,528.0,Europe
2023,533,8699270.827,500052.69,Aruba,ABW,533.0,North America
2023,554,248466154.862,,New Zealand,NZL,554.0,Oceania
2023,558,22516135.03,3630373.61,Nicaragua,NIC,558.0,North America
2023,562,1320333.751,2252469.0,Niger,NER,562.0,Africa
2023,566,33208995.507,48895603.67,Nigeria,NGA,566.0,Africa
2023,579,412091688.088,11124717.0,Norway,NOR,578.0,Europe
2023,586,13851200.365,354755.849,Pakistan,PAK,586.0,South Asia
2023,591,50039692.0,2826605.0,Panama,PAN,591.0,North America
2023,598,2536365.537,74403.163,Papua New Guinea,PNG,598.0,Oceania
2023,600,42071745.653,2443779.086,Paraguay,PRY,600.0,Latin America
2023,604,193403640.15,12432256.89,Peru,PER,604.0,Latin America
2023,608,212714955.0,30040962.65,Philippines,PHL,608.0,SE Asia
2023,616,1492355894.0,69130173.022,Poland,POL,616.0,Europe
2023,620,369003907.243,19572132.921,Portugal,PRT,620.0,Europe
2023,626,2525216.23,1188497.96,Timor-Leste,TLS,,Other
2023,634,174657385.325,4643114.417,Qatar,QAT,634.0,MENA
2023,642,330966587.1,19861568.821,Romania,ROU,642.0,Europe
2023,670,726964.295,97908.43,Saint Vincent and the Grenadines,VCT,670.0,North America
2023,678,141535.415,55059.951,Sao Tome and Principe,STP,678.0,Africa
2023,682,975339537.483,27605295.327,Saudi Arabia,SAU,682.0,MENA
2023,686,8370226.33,9397105.777,Senegal,SEN,686.0,Africa
2023,688,105691922.0,5863268.717,Serbia,SRB,688.0,Europe
2023,690,2171801.897,,Seychelles,SYC,690.0,Africa
2023,699,1172628220.566,24811898.666,India,IND,356.0,South Asia
2023,702,2991978785.378,65641008.37,Singapore,SGP,702.0,SE Asia
2023,703,287169444.405,20251674.329,Slovakia,SVK,703.0,Europe
2023,704,311149643.697,9093490.935,Viet Nam,VNM,704.0,SE Asia
2023,705,114607163.164,4288130.346,Slovenia,SVN,705.0,Europe
2023,710,222230267.249,31904100.58,South Africa,ZAF,710.0,Africa
2023,716,18246447.86,8713454.3,Zimbabwe,ZWE,716.0,Africa
2023,724,1585438588.019,66022266.152,Spain,ESP,724.0,Europe
2023,740,1306179.853,659952.6,Suriname,SUR,740.0,Latin America
2023,748,4723061.61,1475786.02,Eswatini,SWZ,748.0,Africa
2023,752,589953871.061,23271113.892,Sweden,SWE,752.0,Europe
2023,757,651027177.592,16789949.587,Switzerland,CHE,756.0,Europe
2023,762,1439795.0,179158.04,Tajikistan,TJK,762.0,Asia
2023,764,723743695.712,26153842.61,Thailand,THA,764.0,SE Asia
2023,768,2678675.678,1687312.0,Togo,TGO,768.0,Africa
2023,776,189048.962,5444.074,Tonga,TON,776.0,Oceania
2023,780,23274939.771,2041547.329,Trinidad and Tobago,TTO,780.0,North America
2023,784,1624421108.778,108477316.05,United Arab Emirates,ARE,784.0,MENA
2023,788,37390190.789,1136490.0,Tunisia,TUN,788.0,Africa
2023,792,577773398.0,27808834.0,Türkiye,TUR,792.0,MENA
2023,800,18132737.59,8723155.67,Uganda,UGA,800.0,Africa
2023,804,284822679.29,12696514.104,Ukraine,UKR,804.0,Europe
2023,807,26531361.138,1198507.905,North Macedonia,MKD,807.0,Europe
2023,818,60119658.548,1765720.427,Egypt,EGY,818.0,MENA
2023,826,2751701288.372,,United Kingdom,GBR,826.0,Europe
2023,834,10791160.561,5769671.919,United Rep. of Tanzania,TZA,834.0,Africa
2023,842,6837507124.0,365987130.0,USA,USA,840.0,North America
2023,854,2909515.958,,Burkina Faso,BFA,854.0,Africa
2023,858,20621442.35,1565601.33,Uruguay,URY,858.0,Latin America
2023,860,29790932.93,4433019.132,Uzbekistan,UZB,860.0,Asia
2023,882,248561.474,118121.038,Samoa,WSM,882.0,Oceania
2023,887,3783775.341,2447350.01,Yemen,YEM,887.0,Asia
2023,894,7948173.445,6936214.53,Zambia,ZMB,894.0,Africa
2024,8,46063287.835,0.0,Albania,ALB,8.0,Europe
2024,12,27468770.0,741971.053,Algeria,DZA,12.0,Africa
2024,24,10586513.42,8842904.63,Angola,AGO,24.0,Africa
2024,28,1750546.82,196790.325,Antigua and Barbuda,ATG,28.0,North America
2024,31,61014885.73,3793671.381,Azerbaijan,AZE,31.0,Asia
2024,32,118257198.07,9443000.09,Argentina,ARG,32.0,Latin America
2024,36,1190556514.407,,Australia,AUS,36.0,Oceania
2024,40,711963966.306,27074428.431,Austria,AUT,40.0,Europe
2024,44,10997590.0,,Bahamas,BHS,44.0,North America
2024,48,60476052.976,3349474.121,Bahrain,BHR,48.0,Asia
2024,51,35510540.16,2209534.04,Armenia,ARM,51.0,Asia
2024,52,5926551.5,775486.703,Barbados,BRB,52.0,North America
2024,56,1188042813.369,81139902.259,Belgium,BEL,56.0,Europe
2024,60,5805245.2,316511.58,Bermuda,BMU,60.0,North America
2024,68,39730063.0,996397.643,Bolivia (Plurinational State of),BOL,68.0,Latin America
2024,70,79763413.723,3988344.09,Bosnia Herzegovina,BIH,70.0,Europe
2024,76,268687291.0,16938416.27,Brazil,BRA,76.0,Latin America
2024,84,1071792.53,271776.192,Belize,BLZ,84.0,North America
2024,96,5690873.155,303924.0,Brunei Darussalam,BRN,96.0,Asia
2024,100,182732716.255,7724216.607,Bulgaria,BGR,100.0,Europe
2024,104,3806448.233,608611.063,Myanmar,MMR,104.0,SE Asia
2024,116,23111681.06,3233958.44,Cambodia,KHM,116.0,SE Asia
2024,124,2022128416.802,51761602.128,Canada,CAN,124.0,North America
2024,132,1279141.992,303480.0,Cabo Verde,CPV,132.0,Africa
2024,136,7717620.422,222754.464,Cayman Isds,CYM,136.0,North America
2024,140,85374.55,152070.0,Central African Rep.,CAF,140.0,Africa
2024,144,6990958.075,293958.085,Sri Lanka,LKA,144.0,South Asia
2024,152,337693608.938,23944349.933,Chile,CHL,152.0,Latin America
2024,156,13026311297.0,131406150.542,China,CHN,156.0,East Asia
2024,170,268673842.02,18675505.5,Colombia,COL,170.0,Latin America
2024,188,78713866.34,5760024.819,Costa Rica,CRI,188.0,North America
2024,191,278771364.0,10183915.771,Croatia,HRV,191.0,Europe
2024,196,102870888.226,3788681.0,Cyprus,CYP,196.0,Asia
2024,203,997897196.0,34506677.202,Czechia,CZE,203.0,Europe
2024,204,2690884.928,4452004.008,Benin,BEN,204.0,Africa
2024,208,560923736.683,19048107.123,Denmark,DNK,208.0,Europe
2024,214,81310891.136,,Dominican Rep.,DOM,214.0,North America
2024,218,162352153.877,11076926.412,Ecuador,ECU,218.0,Latin America
2024,222,63867312.6,4488506.981,El Salvador,SLV,222.0,North America
2024,233,110702700.6,3165396.757,Estonia,EST,233.0,Europe
2024,242,6507469.427,818238.936,Fiji,FJI,242.0,Oceania
2024,246,229718455.163,7138675.044,Finland,FIN,246.0,Europe
2024,251,2741891847.534,,France,FRA,250.0,Europe
2024,258,5190085.926,195624.189,French Polynesia,PYF,258.0,Oceania
2024,268,84548130.109,3004783.776,Georgia,GEO,268.0,Asia
2024,270,479504.559,888921.42,Gambia,GMB,270.0,Africa
2024,276,3117589990.251,,Germany,DEU,276.0,Europe
2024,300,309650417.509,,Greece,GRC,300.0,Europe
2024,308,1578688.413,603427.51,Grenada,GRD,308.0,North America
2024,320,109924864.0,11200799.0,Guatemala,GTM,320.0,North America
2024,328,4318333.596,810372.28,Guyana,GUY,328.0,Latin America
2024,340,34779217.73,4101459.9,Honduras,HND,340.0,North America
2024,344,4025694903.423,111530957.291,"China, Hong Kong SAR",HKG,344.0,East Asia
2024,348,305623462.213,,Hungary,HUN,348.0,Europe
2024,352,37544175.846,820285.638,Iceland,ISL,352.0,Europe
2024,360,487386649.0,29262253.0,Indonesia,IDN,360.0,SE Asia
2024,372,572165808.075,18698687.196,Ireland,IRL,372.0,Europe
2024,376,221146000.0,5903014.56,Israel,ISR,376.0,MENA
2024,380,1593458407.756,70342742.0,Italy,ITA,380.0,Europe
2024,384,9817545.774,1913390.0,Côte d'Ivoire,CIV,384.0,Africa
2024,388,7896396.47,,Jamaica,JAM,388.0,North America
2024,392,1807156808.224,46810795.428,Japan,JPN,392.0,East Asia
2024,398,281332173.72,19421965.2,Kazakhstan,KAZ,398.0,Asia
2024,400,80252406.928,4979071.52,Jordan,JOR,400.0,MENA
2024,404,22269574.58,7823656.023,Kenya,KEN,404.0,Africa
2024,410,922480339.0,25081429.643,Rep. of Korea,KOR,410.0,East Asia
2024,414,313902781.0,8180287.508,Kuwait,KWT,414.0,MENA
2024,417,39695524.0,8461272.604,Kyrgyzstan,KGZ,417.0,Asia
2024,422,54450908.0,1478147.894,Lebanon,LBN,422.0,MENA
2024,426,4844327.482,1842479.15,Lesotho,LSO,426.0,Africa
2024,428,99479376.017,3728838.293,Latvia,LVA,428.0,Europe
2024,440,183435646.0,5553131.901,Lithuania,LTU,440.0,Europe
2024,442,122980131.401,9002360.875,Luxembourg,LUX,442.0,Europe
2024,446,1160415053.586,6485858.373,"China, Macao SAR",MAC,446.0,Asia
2024,450,3250451.823,1527529.25,Madagascar,MDG,450.0,Africa
2024,454,6307496.869,5677786.89,Malawi,MWI,454.0,Africa
2024,458,624419435.326,52677360.576,Malaysia,MYS,458.0,SE Asia
2024,462,15262664.091,1351648.011,Maldives,MDV,462.0,Asia
2024,470,37915421.669,1123744.35,Malta,MLT,470.0,Europe
2024,478,1364849.442,4220904.9,Mauritania,MRT,478.0,Africa
2024,480,30817745.61,1714037.0,Mauritius,MUS,480.0,Africa
2024,484,1026221357.0,,Mexico,MEX,484.0,North America
2024,490,950976750.775,22075506.399,"Other Asia, nes",S19,,Other
2024,498,46180730.0,1532895.482,Rep. of Moldova,MDA,498.0,Europe
2024,499,26672821.143,1162393.455,Montenegro,MNE,499.0,Europe
2024,500,45510.637,3802.065,Montserrat,MSR,500.0,North America
2024,504,154409931.021,9613279.857,Morocco,MAR,504.0,Africa
2024,508,4138921.5,2217312.0,Mozambique,MOZ,508.0,Africa
2024,512,118567872.376,10190433.448,Oman,OMN,512.0,Asia
2024,516,44541991.643,17747647.546,Namibia,NAM,516.0,Africa
2024,528,1722242638.012,198936291.962,Netherlands,NLD,528.0,Europe
2024,554,269119016.241,,New Zealand,NZL,554.0,Oceania
2024,558,25982168.1,3388716.1,Nicaragua,NIC,558.0,North America
2024,562,1397663.773,1524856.0,Niger,NER,562.0,Africa
2024,566,23100228.486,48874140.74,Nigeria,NGA,566.0,Africa
2024,579,484964084.477,11740910.0,Norway,NOR,578.0,Europe
2024,586,16035391.521,381123.545,Pakistan,PAK,586.0,South Asia
2024,591,51609884.0,2906491.0,Panama,PAN,591.0,North America
2024,600,45269438.825,3328137.141,Paraguay,PRY,600.0,Latin America
2024,604,195888352.247,12936114.791,Peru,PER,604.0,Latin America
2024,608,235196742.0,37189511.98,Philippines,PHL,608.0,SE Asia
2024,616,1632038673.0,93969057.632,Poland,POL,616.0,Europe
2024,620,402161880.888,22150567.951,Portugal,PRT,620.0,Europe
2024,634,199512483.412,9740778.5,Qatar,QAT,634.0,MENA
2024,642,378141520.24,,Romania,ROU,642.0,Europe
2024,682,1057205964.503,73272465.296,Saudi Arabia,SAU,682.0,MENA
2024,686,10430724.743,9296889.0,Senegal,SEN,686.0,Africa
2024,688,130361403.0,6739285.394,Serbia,SRB,688.0,Europe
2024,690,4407828.511,303106.027,Seychelles,SYC,690.0,Africa
2024,699,422057429.294,27682361.229,India,IND,356.0,South Asia
2024,702,2686726814.212,59639812.873,Singapore,SGP,702.0,SE Asia
2024,703,378303532.758,24202654.0,Slovakia,SVK,703.0,Europe
2024,705,116887923.22,4303628.144,Slovenia,SVN,705.0,Europe
2024,710,251249774.42,34319841.09,South Africa,ZAF,710.0,Africa
2024,716,11754711.1,8056011.691,Zimbabwe,ZWE,716.0,Africa
2024,724,1638119614.019,68612354.113,Spain,ESP,724.0,Europe
2024,740,1675511.486,853122.07,Suriname,SUR,740.0,Latin America
2024,752,643162108.365,24291851.468,Sweden,SWE,752.0,Europe
2024,757,708273827.648,15999855.065,Switzerland,CHE,756.0,Europe
2024,764,823623714.56,27298712.997,Thailand,THA,764.0,SE Asia
2024,768,2621191.954,1370608.0,Togo,TGO,768.0,Africa
2024,780,25115350.306,2085503.497,Trinidad and Tobago,TTO,780.0,North America
2024,788,40787946.454,1082284.142,Tunisia,TUN,788.0,Africa
2024,792,614191036.0,27501660.0,Türkiye,TUR,792.0,MENA
2024,800,18554734.87,10020471.62,Uganda,UGA,800.0,Africa
2024,804,299335325.71,12357213.555,Ukraine,UKR,804.0,Europe
2024,807,32265043.57,1471374.834,North Macedonia,MKD,807.0,Europe
2024,818,48923644.467,1351942.909,Egypt,EGY,818.0,MENA
2024,826,3052210320.316,,United Kingdom,GBR,826.0,Europe
2024,834,11216184.066,6214084.888,United Rep. of Tanzania,TZA,834.0,Africa
2024,842,7792401064.0,405901163.0,USA,USA,840.0,North America
2024,854,3480430.553,7967384.0,Burkina Faso,BFA,854.0,Africa
2024,858,22455915.0,1675094.658,Uruguay,URY,858.0,Latin America
2024,860,40996174.47,5766175.837,Uzbekistan,UZB,860.0,Asia
2024,882,277089.59,7821.833,Samoa,WSM,882.0,Oceania
2024,887,5031469.813,,Yemen,YEM,887.0,Asia
2024,894,8123814.275,7564245.82,Zambia,ZMB,894.0,Africa
2025,31,69087049.91,4171854.413,Azerbaijan,AZE,31.0,Asia
2025,32,166318762.5,13013682.82,Argentina,ARG,32.0,Latin America
2025,36,1240320019.461,,Australia,AUS,36.0,Oceania
2025,51,41419968.88,3896149.085,Armenia,ARM,51.0,Asia
2025,52,6668188.5,,Barbados,BRB,52.0,North America
2025,56,1192943764.989,80809023.58,Belgium,BEL,56.0,Europe
2025,64,3574600.924,647267.432,Bhutan,BTN,64.0,Asia
2025,68,37148988.0,922036.489,Bolivia (Plurinational State of),BOL,68.0,Latin America
2025,70,87706283.391,4081619.78,Bosnia Herzegovina,BIH,70.0,Europe
2025,76,284729128.0,20267752.419,Brazil,BRA,76.0,Latin America
2025,84,1408482.305,304418.028,Belize,BLZ,84.0,North America
2025,124,1932212308.864,50540568.121,Canada,CAN,124.0,North America
2025,144,6214420.159,168997.521,Sri Lanka,LKA,144.0,South Asia
2025,152,390763113.618,27333080.974,Chile,CHL,152.0,Latin America
2025,191,388013654.0,10861075.946,Croatia,HRV,191.0,Europe
2025,196,118628520.614,4801299.0,Cyprus,CYP,196.0,Asia
2025,203,1123060717.0,36888418.171,Czechia,CZE,203.0,Europe
2025,208,590564433.301,19731014.295,Denmark,DNK,208.0,Europe
2025,222,71794388.84,4788112.033,El Salvador,SLV,222.0,North America
2025,233,185124187.7,6717563.261,Estonia,EST,233.0,Europe
2025,234,4939562.149,90261.758,Faroe Isds,FRO,234.0,Europe
2025,242,8840738.711,872643.927,Fiji,FJI,242.0,Oceania
2025,246,266275120.096,7642872.791,Finland,FIN,246.0,Europe
2025,258,5722753.404,189605.238,French Polynesia,PYF,258.0,Oceania
2025,268,98532996.149,3345206.875,Georgia,GEO,268.0,Asia
2025,276,4004538045.253,173760072.56,Germany,DEU,276.0,Europe
2025,288,14683868.469,24888350.08,Ghana,GHA,288.0,Africa
2025,320,124211764.0,10762375.0,Guatemala,GTM,320.0,North America
2025,328,6219956.743,1005133.62,Guyana,GUY,328.0,Latin America
2025,344,3888596497.423,110513452.791,"China, Hong Kong SAR",HKG,344.0,East Asia
2025,348,307380030.746,,Hungary,HUN,348.0,Europe
2025,352,41487591.391,955426.342,Iceland,ISL,352.0,Europe
2025,360,591106720.592,,Indonesia,IDN,360.0,SE Asia
2025,372,605869587.007,18122888.145,Ireland,IRL,372.0,Europe
2025,376,249345000.0,6833295.019,Israel,ISR,376.0,MENA
2025,380,1868657154.918,97337029.0,Italy,ITA,380.0,Europe
2025,388,8386007.968,2261629.81,Jamaica,JAM,388.0,North America
2025,392,1844773991.101,50043133.672,Japan,JPN,392.0,East Asia
2025,410,974587320.0,26988285.736,Rep. of Korea,KOR,410.0,East Asia
2025,414,362804653.863,11302757.946,Kuwait,KWT,414.0,MENA
2025,417,41847995.0,6762207.086,Kyrgyzstan,KGZ,417.0,Asia
2025,428,108950029.789,3291849.336,Latvia,LVA,428.0,Europe
2025,440,202087867.0,5872364.671,Lithuania,LTU,440.0,Europe
2025,442,143696690.33,8731859.328,Luxembourg,LUX,442.0,Europe
2025,446,1154037277.275,6742565.02,"China, Macao SAR",MAC,446.0,Asia
2025,458,625109585.673,56335818.901,Malaysia,MYS,458.0,SE Asia
2025,462,15042524.206,1504700.68,Maldives,MDV,462.0,Asia
2025,470,42606572.306,1895689.0,Malta,MLT,470.0,Europe
2025,480,34868219.004,1791850.0,Mauritius,MUS,480.0,Africa
2025,484,1102783260.0,0.0,Mexico,MEX,484.0,North America
2025,498,48048680.0,1483952.917,Rep. of Moldova,MDA,498.0,Europe
2025,499,34100212.925,1191455.303,Montenegro,MNE,499.0,Europe
2025,504,185719543.838,10973240.496,Morocco,MAR,504.0,Africa
2025,528,1805145941.626,214341684.577,Netherlands,NLD,528.0,Europe
2025,554,263310047.67,,New Zealand,NZL,554.0,Oceania
2025,579,518303098.152,11559576.0,Norway,NOR,578.0,Europe
2025,586,24691182.543,597131.968,Pakistan,PAK,586.0,South Asia
2025,591,54683174.0,3312901.0,Panama,PAN,591.0,North America
2025,600,60990693.989,3934871.603,Paraguay,PRY,600.0,Latin America
2025,608,259963362.0,37665968.56,Philippines,PHL,608.0,SE Asia
2025,616,2306878637.0,90661506.358,Poland,POL,616.0,Europe
2025,620,505131202.591,25004456.319,Portugal,PRT,620.0,Europe
2025,642,436002540.19,,Romania,ROU,642.0,Europe
2025,688,141035075.0,6879791.485,Serbia,SRB,688.0,Europe
2025,702,2566134981.417,57767903.1,Singapore,SGP,702.0,SE Asia
2025,703,427872750.143,25077293.339,Slovakia,SVK,703.0,Europe
2025,705,123985726.631,5227652.477,Slovenia,SVN,705.0,Europe
2025,710,270230381.742,35251839.89,South Africa,ZAF,710.0,Africa
2025,724,1990523576.843,81051278.634,Spain,ESP,724.0,Europe
2025,728,2458261.888,1030296.426,South Sudan,SSD,728.0,Africa
2025,740,1640234.326,825928.54,Suriname,SUR,740.0,Latin America
2025,752,716251000.134,24460345.271,Sweden,SWE,752.0,Europe
2025,757,792039429.256,16035319.084,Switzerland,CHE,756.0,Europe
2025,768,2831155.565,1389522.0,Togo,TGO,768.0,Africa
2025,780,23910160.75,2208447.757,Trinidad and Tobago,TTO,780.0,North America
2025,792,709894970.0,31144223.0,Türkiye,TUR,792.0,MENA
2025,807,36305040.891,1513354.093,North Macedonia,MKD,807.0,Europe
2025,818,49892278.353,1403781.454,Egypt,EGY,818.0,MENA
2025,826,3203316782.329,185154500.846,United Kingdom,GBR,826.0,Europe
2025,842,7471942824.0,424386893.0,USA,USA,840.0,North America
