year,exporter,exporter_iso3,importer,importer_iso3,trade_value_usd
2021,Rep. of Korea,KOR,Turkmenistan,TKM,183235.0
2021,Rep. of Korea,KOR,Turks and Caicos Isds,TCA,9026.0
2021,Rep. of Korea,KOR,Uganda,UGA,8329.0
2021,Rep. of Korea,KOR,Ukraine,UKR,40643844.0
2021,Rep. of Korea,KOR,North Macedonia,MKD,415881.0
2021,Rep. of Korea,KOR,Egypt,EGY,509489.0
2021,Rep. of Korea,KOR,United Kingdom,GBR,56262934.0
2021,Rep. of Korea,KOR,United Rep. of Tanzania,TZA,31585.0
2021,Rep. of Korea,KOR,USA,USA,662173354.0
2021,Rep. of Korea,KOR,Burkina Faso,BFA,2110.0
2021,Rep. of Korea,KOR,Uruguay,URY,142658.0
2021,Rep. of Korea,KOR,Uzbekistan,UZB,3554615.0
2021,Rep. of Korea,KOR,Venezuela,VEN,166220.0
2021,Rep. of Korea,KOR,Samoa,WSM,40.0
2021,Rep. of Korea,KOR,Yemen,YEM,13233.0
2021,Rep. of Korea,KOR,Zambia,ZMB,4533.0
2021,Rep. of Korea,KOR,"Areas, nes",_X ,5802.0
2022,Rep. of Korea,KOR,Afghanistan,AFG,5580.0
2022,Rep. of Korea,KOR,Albania,ALB,1721324.0
2022,Rep. of Korea,KOR,Algeria,DZA,9220.0
2022,Rep. of Korea,KOR,American Samoa,ASM,748.0
2022,Rep. of Korea,KOR,Andorra,AND,10981.0
2022,Rep. of Korea,KOR,Angola,AGO,8957.0
2022,Rep. of Korea,KOR,Azerbaijan,AZE,4246462.0
2022,Rep. of Korea,KOR,Argentina,ARG,1917877.0
2022,Rep. of Korea,KOR,Australia,AUS,41800025.0
2022,Rep. of Korea,KOR,Austria,AUT,521044.0
2022,Rep. of Korea,KOR,Bahrain,BHR,398638.0
2022,Rep. of Korea,KOR,Bangladesh,BGD,3755188.0
2022,Rep. of Korea,KOR,Armenia,ARM,2418846.0
2022,Rep. of Korea,KOR,Barbados,BRB,282.0
2022,Rep. of Korea,KOR,Belgium,BEL,3612656.0
2022,Rep. of Korea,KOR,Bermuda,BMU,231.0
2022,Rep. of Korea,KOR,Bhutan,BTN,850523.0
2022,Rep. of Korea,KOR,Bolivia (Plurinational State of),BOL,251408.0
2022,Rep. of Korea,KOR,Bosnia Herzegovina,BIH,10575.0
2022,Rep. of Korea,KOR,Botswana,BWA,13918.0
2022,Rep. of Korea,KOR,Brazil,BRA,7481860.0
2022,Rep. of Korea,KOR,Brunei Darussalam,BRN,1856065.0
2022,Rep. of Korea,KOR,Bulgaria,BGR,4988841.0
2022,Rep. of Korea,KOR,Myanmar,MMR,32172716.0
2022,Rep. of Korea,KOR,Belarus,BLR,3283922.0
2022,Rep. of Korea,KOR,Cambodia,KHM,24321957.0
2022,Rep. of Korea,KOR,Cameroon,CMR,19151.0
2022,Rep. of Korea,KOR,Canada,CAN,50125518.0
2022,Rep. of Korea,KOR,Cayman Isds,CYM,926.0
2022,Rep. of Korea,KOR,Sri Lanka,LKA,671223.0
2022,Rep. of Korea,KOR,Chile,CHL,7015492.0
2022,Rep. of Korea,KOR,China,CHN,3069048170.0
2022,Rep. of Korea,KOR,Christmas Isds,CXR,138.0
2022,Rep. of Korea,KOR,Colombia,COL,3433991.0
2022,Rep. of Korea,KOR,Congo,COG,7373.0
2022,Rep. of Korea,KOR,Dem. Rep. of the Congo,COD,2929.0
2022,Rep. of Korea,KOR,Costa Rica,CRI,462821.0
2022,Rep. of Korea,KOR,Croatia,HRV,300409.0
2022,Rep. of Korea,KOR,Cyprus,CYP,759480.0
2022,Rep. of Korea,KOR,Czechia,CZE,9955137.0
2022,Rep. of Korea,KOR,Benin,BEN,635.0
2022,Rep. of Korea,KOR,Denmark,DNK,4095097.0
2022,Rep. of Korea,KOR,Dominica,DMA,9827.0
2022,Rep. of Korea,KOR,Dominican Rep.,DOM,623822.0
2022,Rep. of Korea,KOR,Ecuador,ECU,665253.0
2022,Rep. of Korea,KOR,El Salvador,SLV,94915.0
2022,Rep. of Korea,KOR,Equatorial Guinea,GNQ,177.0
2022,Rep. of Korea,KOR,Ethiopia,ETH,8.0
2022,Rep. of Korea,KOR,Estonia,EST,7222941.0
2022,Rep. of Korea,KOR,Faroe Isds,FRO,11631.0
2022,Rep. of Korea,KOR,Fiji,FJI,109390.0
2022,Rep. of Korea,KOR,Finland,FIN,2916820.0
2022,Rep. of Korea,KOR,France,FRA,54045063.0
2022,Rep. of Korea,KOR,French Polynesia,PYF,23436.0
2022,Rep. of Korea,KOR,Djibouti,DJI,9520.0
2022,Rep. of Korea,KOR,Gabon,GAB,1091.0
2022,Rep. of Korea,KOR,Georgia,GEO,3858095.0
2022,Rep. of Korea,KOR,State of Palestine,PSE,17757.0
2022,Rep. of Korea,KOR,Germany,DEU,26655683.0
2022,Rep. of Korea,KOR,Ghana,GHA,115607.0
2022,Rep. of Korea,KOR,Gibraltar,GIB,745.0
2022,Rep. of Korea,KOR,Greece,GRC,3133628.0
2022,Rep. of Korea,KOR,Greenland,GRL,64.0
2022,Rep. of Korea,KOR,Guam,GUM,417494.0
2022,Rep. of Korea,KOR,Guatemala,GTM,322820.0
2022,Rep. of Korea,KOR,Guinea,GIN,438.0
2022,Rep. of Korea,KOR,Guyana,GUY,14150.0
2022,Rep. of Korea,KOR,Haiti,HTI,53.0
2022,Rep. of Korea,KOR,Honduras,HND,3130.0
2022,Rep. of Korea,KOR,"China, Hong Kong SAR",HKG,338856794.0
2022,Rep. of Korea,KOR,Hungary,HUN,1929438.0
2022,Rep. of Korea,KOR,Iceland,ISL,308007.0
2022,Rep. of Korea,KOR,Indonesia,IDN,48022199.0
2022,Rep. of Korea,KOR,Iran,IRN,555851.0
2022,Rep. of Korea,KOR,Iraq,IRQ,8985530.0
2022,Rep. of Korea,KOR,Ireland,IRL,4195744.0
2022,Rep. of Korea,KOR,Israel,ISR,1489466.0
2022,Rep. of Korea,KOR,Italy,ITA,6999516.0
2022,Rep. of Korea,KOR,Côte d'Ivoire,CIV,2264.0
2022,Rep. of Korea,KOR,Japan,JPN,622455442.0
2022,Rep. of Korea,KOR,Kazakhstan,KAZ,42526053.0
2022,Rep. of Korea,KOR,Jordan,JOR,383822.0
2022,Rep. of Korea,KOR,Kenya,KEN,434728.0
2022,Rep. of Korea,KOR,Kuwait,KWT,12640714.0
2022,Rep. of Korea,KOR,Kyrgyzstan,KGZ,47197119.0
2022,Rep. of Korea,KOR,Lao People's Dem. Rep.,LAO,1670295.0
2022,Rep. of Korea,KOR,Lebanon,LBN,1935292.0
2022,Rep. of Korea,KOR,Latvia,LVA,3622224.0
2022,Rep. of Korea,KOR,Libya,LBY,1072736.0
2022,Rep. of Korea,KOR,Lithuania,LTU,10656006.0
2022,Rep. of Korea,KOR,Luxembourg,LUX,45977.0
2022,Rep. of Korea,KOR,"China, Macao SAR",MAC,677004.0
2022,Rep. of Korea,KOR,Malawi,MWI,11044.0
2022,Rep. of Korea,KOR,Malaysia,MYS,82051286.0
2022,Rep. of Korea,KOR,Maldives,MDV,51549.0
2022,Rep. of Korea,KOR,Mali,MLI,979.0
2022,Rep. of Korea,KOR,Malta,MLT,404381.0
2022,Rep. of Korea,KOR,Mauritania,MRT,7154.0
2022,Rep. of Korea,KOR,Mauritius,MUS,588243.0
2022,Rep. of Korea,KOR,Mexico,MEX,12251885.0
2022,Rep. of Korea,KOR,"Other Asia, nes",S19,151192394.0
2022,Rep. of Korea,KOR,Mongolia,MNG,24087586.0
2022,Rep. of Korea,KOR,Rep. of Moldova,MDA,4269425.0
2022,Rep. of Korea,KOR,Montenegro,MNE,106148.0
2022,Rep. of Korea,KOR,Morocco,MAR,353606.0
2022,Rep. of Korea,KOR,Mozambique,MOZ,2839.0
2022,Rep. of Korea,KOR,Oman,OMN,1251472.0
2022,Rep. of Korea,KOR,Namibia,NAM,25348.0
2022,Rep. of Korea,KOR,Nepal,NPL,682692.0
2022,Rep. of Korea,KOR,Netherlands,NLD,20391055.0
2022,Rep. of Korea,KOR,Curaçao,CUW,80.0
2022,Rep. of Korea,KOR,Aruba,ABW,659.0
2022,Rep. of Korea,KOR,Saint Maarten,SXM,2600.0
2022,Rep. of Korea,KOR,New Caledonia,NCL,84774.0
2022,Rep. of Korea,KOR,Vanuatu,VUT,1117.0
2022,Rep. of Korea,KOR,New Zealand,NZL,5224721.0
2022,Rep. of Korea,KOR,Nicaragua,NIC,35.0
2022,Rep. of Korea,KOR,Niger,NER,2928.0
2022,Rep. of Korea,KOR,Nigeria,NGA,3119039.0
2022,Rep. of Korea,KOR,Norway,NOR,7653650.0
2022,Rep. of Korea,KOR,N. Mariana Isds,MNP,3938.0
2022,Rep. of Korea,KOR,Marshall Isds,MHL,8.0
2022,Rep. of Korea,KOR,Palau,PLW,225.0
2022,Rep. of Korea,KOR,Pakistan,PAK,698927.0
2022,Rep. of Korea,KOR,Panama,PAN,317511.0
2022,Rep. of Korea,KOR,Paraguay,PRY,886390.0
2022,Rep. of Korea,KOR,Peru,PER,2339197.0
2022,Rep. of Korea,KOR,Philippines,PHL,50676606.0
2022,Rep. of Korea,KOR,Poland,POL,30330079.0
2022,Rep. of Korea,KOR,Portugal,PRT,409908.0
2022,Rep. of Korea,KOR,Guinea-Bissau,GNB,1810.0
2022,Rep. of Korea,KOR,Timor-Leste,TLS,8752.0
2022,Rep. of Korea,KOR,Qatar,QAT,1655088.0
2022,Rep. of Korea,KOR,Romania,ROU,7825092.0
2022,Rep. of Korea,KOR,Russian Federation,RUS,221344252.0
2022,Rep. of Korea,KOR,Rwanda,RWA,20.0
2022,Rep. of Korea,KOR,San Marino,SMR,130044.0
2022,Rep. of Korea,KOR,Saudi Arabia,SAU,21426504.0
2022,Rep. of Korea,KOR,Senegal,SEN,5619.0
2022,Rep. of Korea,KOR,Serbia,SRB,1797702.0
2022,Rep. of Korea,KOR,Seychelles,SYC,16730.0
2022,Rep. of Korea,KOR,Sierra Leone,SLE,13.0
2022,Rep. of Korea,KOR,India,IND,31958535.0
2022,Rep. of Korea,KOR,Singapore,SGP,90478530.0
2022,Rep. of Korea,KOR,Slovakia,SVK,2832419.0
2022,Rep. of Korea,KOR,Viet Nam,VNM,327023862.0
2022,Rep. of Korea,KOR,Slovenia,SVN,599122.0
2022,Rep. of Korea,KOR,Somalia,SOM,6311.0
2022,Rep. of Korea,KOR,South Africa,ZAF,2764916.0
2022,Rep. of Korea,KOR,Zimbabwe,ZWE,1555.0
2022,Rep. of Korea,KOR,Spain,ESP,16081534.0
2022,Rep. of Korea,KOR,Sudan,SDN,23676.0
2022,Rep. of Korea,KOR,Eswatini,SWZ,618706.0
2022,Rep. of Korea,KOR,Sweden,SWE,12820180.0
2022,Rep. of Korea,KOR,Switzerland,CHE,7726095.0
2022,Rep. of Korea,KOR,Syria,SYR,71200.0
2022,Rep. of Korea,KOR,Tajikistan,TJK,572856.0
2022,Rep. of Korea,KOR,Thailand,THA,130044085.0
2022,Rep. of Korea,KOR,Trinidad and Tobago,TTO,13062.0
2022,Rep. of Korea,KOR,United Arab Emirates,ARE,54082900.0
2022,Rep. of Korea,KOR,Tunisia,TUN,34636.0
2022,Rep. of Korea,KOR,Türkiye,TUR,29040071.0
2022,Rep. of Korea,KOR,Turkmenistan,TKM,52088.0
2022,Rep. of Korea,KOR,Turks and Caicos Isds,TCA,1218.0
2022,Rep. of Korea,KOR,Uganda,UGA,68247.0
2022,Rep. of Korea,KOR,Ukraine,UKR,25431254.0
2022,Rep. of Korea,KOR,North Macedonia,MKD,363533.0
2022,Rep. of Korea,KOR,Egypt,EGY,76710.0
2022,Rep. of Korea,KOR,United Kingdom,GBR,57064361.0
2022,Rep. of Korea,KOR,United Rep. of Tanzania,TZA,199788.0
2022,Rep. of Korea,KOR,USA,USA,699027313.0
2022,Rep. of Korea,KOR,Burkina Faso,BFA,7323.0
2022,Rep. of Korea,KOR,Uruguay,URY,177230.0
2022,Rep. of Korea,KOR,Uzbekistan,UZB,5587874.0
2022,Rep. of Korea,KOR,Venezuela,VEN,291446.0
2022,Rep. of Korea,KOR,Yemen,YEM,17638.0
2022,Rep. of Korea,KOR,Zambia,ZMB,9535.0
2022,Rep. of Korea,KOR,"Areas, nes",_X ,61712.0
2023,Rep. of Korea,KOR,Afghanistan,AFG,5100.0
2023,Rep. of Korea,KOR,Albania,ALB,4235869.0
2023,Rep. of Korea,KOR,Antarctica,ATA,8630.0
2023,Rep. of Korea,KOR,Algeria,DZA,44250.0
2023,Rep. of Korea,KOR,American Samoa,ASM,730.0
2023,Rep. of Korea,KOR,Andorra,AND,20792.0
2023,Rep. of Korea,KOR,Angola,AGO,4978.0
2023,Rep. of Korea,KOR,Azerbaijan,AZE,6091465.0
2023,Rep. of Korea,KOR,Argentina,ARG,1716947.0
2023,Rep. of Korea,KOR,Australia,AUS,61381217.0
2023,Rep. of Korea,KOR,Austria,AUT,872539.0
2023,Rep. of Korea,KOR,Bahrain,BHR,677184.0
2023,Rep. of Korea,KOR,Bangladesh,BGD,4376570.0
2023,Rep. of Korea,KOR,Armenia,ARM,1850192.0
2023,Rep. of Korea,KOR,Barbados,BRB,6600.0
2023,Rep. of Korea,KOR,Belgium,BEL,10060023.0
2023,Rep. of Korea,KOR,Bermuda,BMU,601.0
2023,Rep. of Korea,KOR,Bhutan,BTN,987970.0
2023,Rep. of Korea,KOR,Bolivia (Plurinational State of),BOL,221722.0
2023,Rep. of Korea,KOR,Bosnia Herzegovina,BIH,155621.0
2023,Rep. of Korea,KOR,Botswana,BWA,26627.0
2023,Rep. of Korea,KOR,Brazil,BRA,16616591.0
2023,Rep. of Korea,KOR,Brunei Darussalam,BRN,2336178.0
2023,Rep. of Korea,KOR,Bulgaria,BGR,6673070.0
2023,Rep. of Korea,KOR,Myanmar,MMR,40995346.0
2023,Rep. of Korea,KOR,Burundi,BDI,87.0
2023,Rep. of Korea,KOR,Belarus,BLR,2476321.0
2023,Rep. of Korea,KOR,Cambodia,KHM,40328111.0
2023,Rep. of Korea,KOR,Cameroon,CMR,55467.0
2023,Rep. of Korea,KOR,Canada,CAN,66768431.0
2023,Rep. of Korea,KOR,Cayman Isds,CYM,287.0
2023,Rep. of Korea,KOR,Sri Lanka,LKA,794519.0
2023,Rep. of Korea,KOR,Chile,CHL,7290508.0
2023,Rep. of Korea,KOR,China,CHN,2376887681.0
2023,Rep. of Korea,KOR,Colombia,COL,3018671.0
2023,Rep. of Korea,KOR,Congo,COG,4637.0
2023,Rep. of Korea,KOR,Dem. Rep. of the Congo,COD,804.0
2023,Rep. of Korea,KOR,Costa Rica,CRI,539104.0
2023,Rep. of Korea,KOR,Croatia,HRV,811108.0
2023,Rep. of Korea,KOR,Cyprus,CYP,1566364.0
2023,Rep. of Korea,KOR,Czechia,CZE,13969302.0
2023,Rep. of Korea,KOR,Benin,BEN,3023.0
2023,Rep. of Korea,KOR,Denmark,DNK,8018942.0
2023,Rep. of Korea,KOR,Dominican Rep.,DOM,767800.0
2023,Rep. of Korea,KOR,Ecuador,ECU,1618994.0
2023,Rep. of Korea,KOR,El Salvador,SLV,38586.0
2023,Rep. of Korea,KOR,Ethiopia,ETH,614.0
2023,Rep. of Korea,KOR,Estonia,EST,11487715.0
2023,Rep. of Korea,KOR,Faroe Isds,FRO,150.0
2023,Rep. of Korea,KOR,South Georgia and the South Sandwich Islands,SGS,859.0
2023,Rep. of Korea,KOR,Fiji,FJI,149977.0
2023,Rep. of Korea,KOR,Finland,FIN,6943991.0
2023,Rep. of Korea,KOR,France,FRA,66658765.0
2023,Rep. of Korea,KOR,French Polynesia,PYF,26262.0
2023,Rep. of Korea,KOR,Djibouti,DJI,40281.0
2023,Rep. of Korea,KOR,Gabon,GAB,1347.0
2023,Rep. of Korea,KOR,Georgia,GEO,4620011.0
2023,Rep. of Korea,KOR,State of Palestine,PSE,13118.0
2023,Rep. of Korea,KOR,Germany,DEU,40342699.0
2023,Rep. of Korea,KOR,Ghana,GHA,195991.0
2023,Rep. of Korea,KOR,Gibraltar,GIB,255.0
2023,Rep. of Korea,KOR,Greece,GRC,4244236.0
2023,Rep. of Korea,KOR,Greenland,GRL,21323.0
2023,Rep. of Korea,KOR,Grenada,GRD,343.0
2023,Rep. of Korea,KOR,Guam,GUM,465119.0
2023,Rep. of Korea,KOR,Guatemala,GTM,418611.0
2023,Rep. of Korea,KOR,Guinea,GIN,97.0
2023,Rep. of Korea,KOR,Guyana,GUY,13370.0
2023,Rep. of Korea,KOR,Honduras,HND,74.0
2023,Rep. of Korea,KOR,"China, Hong Kong SAR",HKG,438189768.0
2023,Rep. of Korea,KOR,Hungary,HUN,2295261.0
2023,Rep. of Korea,KOR,Iceland,ISL,430658.0
2023,Rep. of Korea,KOR,Indonesia,IDN,68391084.0
2023,Rep. of Korea,KOR,Iran,IRN,336887.0
2023,Rep. of Korea,KOR,Iraq,IRQ,12475549.0
2023,Rep. of Korea,KOR,Ireland,IRL,5925679.0
2023,Rep. of Korea,KOR,Israel,ISR,2605540.0
2023,Rep. of Korea,KOR,Italy,ITA,10255376.0
2023,Rep. of Korea,KOR,Côte d'Ivoire,CIV,11566.0
2023,Rep. of Korea,KOR,Jamaica,JAM,33858.0
2023,Rep. of Korea,KOR,Japan,JPN,667166636.0
2023,Rep. of Korea,KOR,Kazakhstan,KAZ,63025837.0
2023,Rep. of Korea,KOR,Jordan,JOR,917528.0
2023,Rep. of Korea,KOR,Kenya,KEN,849410.0
2023,Rep. of Korea,KOR,Kuwait,KWT,13026293.0
2023,Rep. of Korea,KOR,Kyrgyzstan,KGZ,61915264.0
2023,Rep. of Korea,KOR,Lao People's Dem. Rep.,LAO,3349110.0
2023,Rep. of Korea,KOR,Lebanon,LBN,2032741.0
2023,Rep. of Korea,KOR,Latvia,LVA,2542055.0
2023,Rep. of Korea,KOR,Libya,LBY,1617870.0
2023,Rep. of Korea,KOR,Lithuania,LTU,15099935.0
2023,Rep. of Korea,KOR,Luxembourg,LUX,275136.0
2023,Rep. of Korea,KOR,"China, Macao SAR",MAC,1203315.0
2023,Rep. of Korea,KOR,Madagascar,MDG,1166.0
2023,Rep. of Korea,KOR,Malawi,MWI,742.0
2023,Rep. of Korea,KOR,Malaysia,MYS,88828291.0
2023,Rep. of Korea,KOR,Maldives,MDV,367844.0
2023,Rep. of Korea,KOR,Mali,MLI,14755.0
2023,Rep. of Korea,KOR,Malta,MLT,491538.0
2023,Rep. of Korea,KOR,Mauritania,MRT,7148.0
2023,Rep. of Korea,KOR,Mauritius,MUS,776840.0
2023,Rep. of Korea,KOR,Mexico,MEX,13586281.0
2023,Rep. of Korea,KOR,"Other Asia, nes",S19,166437056.0
2023,Rep. of Korea,KOR,Mongolia,MNG,31136920.0
2023,Rep. of Korea,KOR,Rep. of Moldova,MDA,4798584.0
2023,Rep. of Korea,KOR,Montenegro,MNE,215389.0
2023,Rep. of Korea,KOR,Morocco,MAR,576953.0
2023,Rep. of Korea,KOR,Mozambique,MOZ,2944.0
2023,Rep. of Korea,KOR,Oman,OMN,1577226.0
2023,Rep. of Korea,KOR,Namibia,NAM,73354.0
2023,Rep. of Korea,KOR,Nepal,NPL,1414791.0
2023,Rep. of Korea,KOR,Netherlands,NLD,55915920.0
2023,Rep. of Korea,KOR,Curaçao,CUW,505.0
2023,Rep. of Korea,KOR,Aruba,ABW,15.0
2023,Rep. of Korea,KOR,Saint Maarten,SXM,5707.0
2023,Rep. of Korea,KOR,New Caledonia,NCL,47716.0
2023,Rep. of Korea,KOR,Vanuatu,VUT,185.0
2023,Rep. of Korea,KOR,New Zealand,NZL,6630803.0
2023,Rep. of Korea,KOR,Niger,NER,3283.0
2023,Rep. of Korea,KOR,Nigeria,NGA,7599091.0
2023,Rep. of Korea,KOR,Norway,NOR,11429522.0
2023,Rep. of Korea,KOR,N. Mariana Isds,MNP,10091.0
2023,Rep. of Korea,KOR,FS Micronesia,FSM,184.0
2023,Rep. of Korea,KOR,Marshall Isds,MHL,233.0
2023,Rep. of Korea,KOR,Pakistan,PAK,653070.0
2023,Rep. of Korea,KOR,Panama,PAN,391551.0
2023,Rep. of Korea,KOR,Papua New Guinea,PNG,116.0
2023,Rep. of Korea,KOR,Paraguay,PRY,917600.0
2023,Rep. of Korea,KOR,Peru,PER,3201620.0
2023,Rep. of Korea,KOR,Philippines,PHL,57452310.0
2023,Rep. of Korea,KOR,Poland,POL,44238585.0
2023,Rep. of Korea,KOR,Portugal,PRT,587516.0
2023,Rep. of Korea,KOR,Qatar,QAT,2614904.0
2023,Rep. of Korea,KOR,Romania,ROU,12512458.0
2023,Rep. of Korea,KOR,Russian Federation,RUS,316157380.0
2023,Rep. of Korea,KOR,Rwanda,RWA,161.0
2023,Rep. of Korea,KOR,Anguilla,AIA,476.0
2023,Rep. of Korea,KOR,San Marino,SMR,167940.0
2023,Rep. of Korea,KOR,Saudi Arabia,SAU,26895785.0
2023,Rep. of Korea,KOR,Senegal,SEN,11317.0
2023,Rep. of Korea,KOR,Serbia,SRB,2163784.0
2023,Rep. of Korea,KOR,Seychelles,SYC,39494.0
2023,Rep. of Korea,KOR,India,IND,40042815.0
2023,Rep. of Korea,KOR,Singapore,SGP,102220810.0
2023,Rep. of Korea,KOR,Slovakia,SVK,3475882.0
2023,Rep. of Korea,KOR,Viet Nam,VNM,444690105.0
2023,Rep. of Korea,KOR,Slovenia,SVN,590354.0
2023,Rep. of Korea,KOR,Somalia,SOM,1049849.0
2023,Rep. of Korea,KOR,South Africa,ZAF,2672249.0
2023,Rep. of Korea,KOR,Zimbabwe,ZWE,2004.0
2023,Rep. of Korea,KOR,Spain,ESP,21935100.0
2023,Rep. of Korea,KOR,Sudan,SDN,24737.0
2023,Rep. of Korea,KOR,Eswatini,SWZ,3006.0
2023,Rep. of Korea,KOR,Sweden,SWE,14536473.0
2023,Rep. of Korea,KOR,Switzerland,CHE,5265794.0
2023,Rep. of Korea,KOR,Syria,SYR,51257.0
2023,Rep. of Korea,KOR,Tajikistan,TJK,74713.0
2023,Rep. of Korea,KOR,Thailand,THA,165571221.0
2023,Rep. of Korea,KOR,Togo,TGO,2146.0
2023,Rep. of Korea,KOR,Trinidad and Tobago,TTO,229308.0
2023,Rep. of Korea,KOR,United Arab Emirates,ARE,84566640.0
2023,Rep. of Korea,KOR,Tunisia,TUN,50852.0
2023,Rep. of Korea,KOR,Türkiye,TUR,53881518.0
2023,Rep. of Korea,KOR,Turkmenistan,TKM,169527.0
2023,Rep. of Korea,KOR,Turks and Caicos Isds,TCA,110.0
2023,Rep. of Korea,KOR,Uganda,UGA,16208.0
2023,Rep. of Korea,KOR,Ukraine,UKR,56674261.0
2023,Rep. of Korea,KOR,North Macedonia,MKD,484061.0
2023,Rep. of Korea,KOR,Egypt,EGY,186018.0
2023,Rep. of Korea,KOR,United Kingdom,GBR,90765074.0
2023,Rep. of Korea,KOR,United Rep. of Tanzania,TZA,249262.0
2023,Rep. of Korea,KOR,USA,USA,1023143537.0
2023,Rep. of Korea,KOR,Burkina Faso,BFA,25067.0
2023,Rep. of Korea,KOR,Uruguay,URY,245133.0
2023,Rep. of Korea,KOR,Uzbekistan,UZB,14321239.0
2023,Rep. of Korea,KOR,Venezuela,VEN,503859.0
2023,Rep. of Korea,KOR,Yemen,YEM,9159.0
2023,Rep. of Korea,KOR,Zambia,ZMB,9530.0
2023,Rep. of Korea,KOR,"Areas, nes",_X ,243173.0
2024,Rep. of Korea,KOR,Albania,ALB,5497195.0
2024,Rep. of Korea,KOR,Antarctica,ATA,3210.0
2024,Rep. of Korea,KOR,Algeria,DZA,185141.0
2024,Rep. of Korea,KOR,American Samoa,ASM,1813.0
2024,Rep. of Korea,KOR,Andorra,AND,21652.0
2024,Rep. of Korea,KOR,Angola,AGO,25988.0
2024,Rep. of Korea,KOR,Antigua and Barbuda,ATG,3573.0
2024,Rep. of Korea,KOR,Azerbaijan,AZE,5219896.0
2024,Rep. of Korea,KOR,Argentina,ARG,2731540.0
2024,Rep. of Korea,KOR,Australia,AUS,95992510.0
2024,Rep. of Korea,KOR,Austria,AUT,1462815.0
2024,Rep. of Korea,KOR,Bahamas,BHS,566.0
2024,Rep. of Korea,KOR,Bahrain,BHR,1465075.0
2024,Rep. of Korea,KOR,Bangladesh,BGD,9945171.0
2024,Rep. of Korea,KOR,Armenia,ARM,1820047.0
2024,Rep. of Korea,KOR,Barbados,BRB,56397.0
2024,Rep. of Korea,KOR,Belgium,BEL,13879027.0
2024,Rep. of Korea,KOR,Bermuda,BMU,1800.0
2024,Rep. of Korea,KOR,Bhutan,BTN,1639645.0
2024,Rep. of Korea,KOR,Bolivia (Plurinational State of),BOL,560851.0
2024,Rep. of Korea,KOR,Bosnia Herzegovina,BIH,158477.0
2024,Rep. of Korea,KOR,Botswana,BWA,58705.0
2024,Rep. of Korea,KOR,Brazil,BRA,28764989.0
2024,Rep. of Korea,KOR,Brunei Darussalam,BRN,2538080.0
2024,Rep. of Korea,KOR,Bulgaria,BGR,9860745.0
2024,Rep. of Korea,KOR,Myanmar,MMR,48453120.0
2024,Rep. of Korea,KOR,Burundi,BDI,135.0
2024,Rep. of Korea,KOR,Belarus,BLR,4608366.0
2024,Rep. of Korea,KOR,Cambodia,KHM,63595805.0
2024,Rep. of Korea,KOR,Cameroon,CMR,112593.0
2024,Rep. of Korea,KOR,Canada,CAN,103398122.0
2024,Rep. of Korea,KOR,Cayman Isds,CYM,11996.0
2024,Rep. of Korea,KOR,Central African Rep.,CAF,2133.0
2024,Rep. of Korea,KOR,Sri Lanka,LKA,1015405.0
2024,Rep. of Korea,KOR,Chile,CHL,15731800.0
2024,Rep. of Korea,KOR,China,CHN,2156317463.0
2024,Rep. of Korea,KOR,Colombia,COL,5475075.0
2024,Rep. of Korea,KOR,Congo,COG,31851.0
2024,Rep. of Korea,KOR,Dem. Rep. of the Congo,COD,5697.0
2024,Rep. of Korea,KOR,Costa Rica,CRI,651364.0
2024,Rep. of Korea,KOR,Croatia,HRV,1638583.0
2024,Rep. of Korea,KOR,Cuba,CUB,4938.0
2024,Rep. of Korea,KOR,Cyprus,CYP,2995308.0
2024,Rep. of Korea,KOR,Czechia,CZE,24224630.0
2024,Rep. of Korea,KOR,Benin,BEN,126.0
2024,Rep. of Korea,KOR,Denmark,DNK,17470026.0
2024,Rep. of Korea,KOR,Dominican Rep.,DOM,952556.0
2024,Rep. of Korea,KOR,Ecuador,ECU,2533355.0
2024,Rep. of Korea,KOR,El Salvador,SLV,144439.0
2024,Rep. of Korea,KOR,Ethiopia,ETH,6963.0
2024,Rep. of Korea,KOR,Estonia,EST,23598017.0
2024,Rep. of Korea,KOR,Fiji,FJI,254076.0
2024,Rep. of Korea,KOR,Finland,FIN,11637468.0
2024,Rep. of Korea,KOR,France,FRA,67989422.0
2024,Rep. of Korea,KOR,French Polynesia,PYF,33169.0
2024,Rep. of Korea,KOR,Djibouti,DJI,56489.0
2024,Rep. of Korea,KOR,Gabon,GAB,14461.0
2024,Rep. of Korea,KOR,Georgia,GEO,6572682.0
2024,Rep. of Korea,KOR,State of Palestine,PSE,126363.0
2024,Rep. of Korea,KOR,Germany,DEU,58853455.0
2024,Rep. of Korea,KOR,Ghana,GHA,244236.0
2024,Rep. of Korea,KOR,Gibraltar,GIB,970.0
2024,Rep. of Korea,KOR,Greece,GRC,6676809.0
2024,Rep. of Korea,KOR,Greenland,GRL,202350.0
2024,Rep. of Korea,KOR,Grenada,GRD,634.0
2024,Rep. of Korea,KOR,Guam,GUM,571428.0
2024,Rep. of Korea,KOR,Guatemala,GTM,459732.0
2024,Rep. of Korea,KOR,Guinea,GIN,45209.0
2024,Rep. of Korea,KOR,Guyana,GUY,22883.0
2024,Rep. of Korea,KOR,Honduras,HND,170182.0
