year,exporter,exporter_iso3,importer,importer_iso3,trade_value_usd
2018,Poland,POL,Rwanda,RWA,809.0
2018,Poland,POL,Saint Vincent and the Grenadines,VCT,554.0
2018,Poland,POL,Saudi Arabia,SAU,7559095.0
2018,Poland,POL,Senegal,SEN,540.0
2018,Poland,POL,Serbia,SRB,4147320.0
2018,Poland,POL,Seychelles,SYC,1617.0
2018,Poland,POL,India,IND,4892022.0
2018,Poland,POL,Singapore,SGP,6767475.0
2018,Poland,POL,Slovakia,SVK,24614749.0
2018,Poland,POL,Viet Nam,VNM,5192040.0
2018,Poland,POL,Slovenia,SVN,2053963.0
2018,Poland,POL,Somalia,SOM,10299.0
2018,Poland,POL,South Africa,ZAF,45497239.0
2018,Poland,POL,Zimbabwe,ZWE,17817.0
2018,Poland,POL,Spain,ESP,47651709.0
2018,Poland,POL,Sudan,SDN,72237.0
2018,Poland,POL,Sweden,SWE,20168444.0
2018,Poland,POL,Switzerland,CHE,4221591.0
2018,Poland,POL,Syria,SYR,182347.0
2018,Poland,POL,Tajikistan,TJK,110688.0
2018,Poland,POL,Thailand,THA,3095657.0
2018,Poland,POL,Trinidad and Tobago,TTO,87803.0
2018,Poland,POL,United Arab Emirates,ARE,31132020.0
2018,Poland,POL,Tunisia,TUN,2077373.0
2018,Poland,POL,Türkiye,TUR,26981343.0
2018,Poland,POL,Turkmenistan,TKM,405694.0
2018,Poland,POL,Ukraine,UKR,55275903.0
2018,Poland,POL,North Macedonia,MKD,466594.0
2018,Poland,POL,Egypt,EGY,5766423.0
2018,Poland,POL,United Kingdom,GBR,167301162.0
2018,Poland,POL,United Rep. of Tanzania,TZA,221177.0
2018,Poland,POL,Bunkers,X1 ,3087.0
2018,Poland,POL,USA,USA,15137568.0
2018,Poland,POL,Burkina Faso,BFA,22.0
2018,Poland,POL,Uruguay,URY,24849.0
2018,Poland,POL,Uzbekistan,UZB,623194.0
2018,Poland,POL,Yemen,YEM,3622.0
2018,Poland,POL,Zambia,ZMB,10.0
2018,Poland,POL,"Areas, nes",_X ,5531334.0
2019,Poland,POL,Afghanistan,AFG,20133.0
2019,Poland,POL,Albania,ALB,370382.0
2019,Poland,POL,Antarctica,ATA,102.0
2019,Poland,POL,Algeria,DZA,1704276.0
2019,Poland,POL,Andorra,AND,543.0
2019,Poland,POL,Angola,AGO,43147.0
2019,Poland,POL,Azerbaijan,AZE,1491883.0
2019,Poland,POL,Argentina,ARG,321650.0
2019,Poland,POL,Australia,AUS,2247276.0
2019,Poland,POL,Austria,AUT,9915005.0
2019,Poland,POL,Bahamas,BHS,4958.0
2019,Poland,POL,Bahrain,BHR,782701.0
2019,Poland,POL,Bangladesh,BGD,553490.0
2019,Poland,POL,Armenia,ARM,1277723.0
2019,Poland,POL,Belgium,BEL,133193666.0
2019,Poland,POL,Bermuda,BMU,20.0
2019,Poland,POL,Bhutan,BTN,867.0
2019,Poland,POL,Bolivia (Plurinational State of),BOL,6237.0
2019,Poland,POL,Bosnia Herzegovina,BIH,1467547.0
2019,Poland,POL,Brazil,BRA,307998.0
2019,Poland,POL,Brunei Darussalam,BRN,12.0
2019,Poland,POL,Bulgaria,BGR,2826628.0
2019,Poland,POL,Myanmar,MMR,12492.0
2019,Poland,POL,Belarus,BLR,9475534.0
2019,Poland,POL,Cambodia,KHM,12446.0
2019,Poland,POL,Canada,CAN,1715438.0
2019,Poland,POL,Cabo Verde,CPV,16426.0
2019,Poland,POL,Sri Lanka,LKA,349454.0
2019,Poland,POL,Chile,CHL,2967144.0
2019,Poland,POL,China,CHN,7893933.0
2019,Poland,POL,Colombia,COL,7805812.0
2019,Poland,POL,Costa Rica,CRI,3329822.0
2019,Poland,POL,Croatia,HRV,3777962.0
2019,Poland,POL,Cuba,CUB,206236.0
2019,Poland,POL,Cyprus,CYP,859779.0
2019,Poland,POL,Czechia,CZE,137585544.0
2019,Poland,POL,Denmark,DNK,9455457.0
2019,Poland,POL,Dominica,DMA,28573.0
2019,Poland,POL,Dominican Rep.,DOM,320630.0
2019,Poland,POL,Ecuador,ECU,1388203.0
2019,Poland,POL,El Salvador,SLV,2142.0
2019,Poland,POL,Ethiopia,ETH,498.0
2019,Poland,POL,Estonia,EST,8367679.0
2019,Poland,POL,Faroe Isds,FRO,22816.0
2019,Poland,POL,Fiji,FJI,3514.0
2019,Poland,POL,Finland,FIN,4039534.0
2019,Poland,POL,France,FRA,78787479.0
2019,Poland,POL,French Polynesia,PYF,26.0
2019,Poland,POL,Fr. South Antarctic Terr.,ATF,5025.0
2019,Poland,POL,Georgia,GEO,6398432.0
2019,Poland,POL,Gambia,GMB,1883.0
2019,Poland,POL,State of Palestine,PSE,156890.0
2019,Poland,POL,Germany,DEU,281249964.0
2019,Poland,POL,Ghana,GHA,766.0
2019,Poland,POL,Greece,GRC,12853208.0
2019,Poland,POL,Greenland,GRL,280.0
2019,Poland,POL,Guam,GUM,17.0
2019,Poland,POL,Guatemala,GTM,213830.0
2019,Poland,POL,Guyana,GUY,29396.0
2019,Poland,POL,"China, Hong Kong SAR",HKG,8205782.0
2019,Poland,POL,Hungary,HUN,36611389.0
2019,Poland,POL,Iceland,ISL,332812.0
2019,Poland,POL,Indonesia,IDN,5958444.0
2019,Poland,POL,Iran,IRN,489390.0
2019,Poland,POL,Iraq,IRQ,2124320.0
2019,Poland,POL,Ireland,IRL,3522676.0
2019,Poland,POL,Israel,ISR,2720564.0
2019,Poland,POL,Italy,ITA,62344349.0
2019,Poland,POL,Côte d'Ivoire,CIV,13153.0
2019,Poland,POL,Japan,JPN,1230853.0
2019,Poland,POL,Kazakhstan,KAZ,6444494.0
2019,Poland,POL,Jordan,JOR,1142405.0
2019,Poland,POL,Kenya,KEN,42668.0
2019,Poland,POL,Rep. of Korea,KOR,1384501.0
2019,Poland,POL,Kuwait,KWT,3179074.0
2019,Poland,POL,Kyrgyzstan,KGZ,840537.0
2019,Poland,POL,Lao People's Dem. Rep.,LAO,137.0
2019,Poland,POL,Lebanon,LBN,3241746.0
2019,Poland,POL,Latvia,LVA,15122435.0
2019,Poland,POL,Libya,LBY,1469954.0
2019,Poland,POL,Lithuania,LTU,22962002.0
2019,Poland,POL,Luxembourg,LUX,1851818.0
2019,Poland,POL,"China, Macao SAR",MAC,78322.0
2019,Poland,POL,Madagascar,MDG,237.0
2019,Poland,POL,Malaysia,MYS,783938.0
2019,Poland,POL,Maldives,MDV,54956.0
2019,Poland,POL,Mali,MLI,64.0
2019,Poland,POL,Malta,MLT,604411.0
2019,Poland,POL,Mauritania,MRT,637487.0
2019,Poland,POL,Mauritius,MUS,502602.0
2019,Poland,POL,Mexico,MEX,19293577.0
2019,Poland,POL,"Other Asia, nes",S19,1608788.0
2019,Poland,POL,Mongolia,MNG,3244120.0
2019,Poland,POL,Rep. of Moldova,MDA,1569787.0
2019,Poland,POL,Montenegro,MNE,291555.0
2019,Poland,POL,Morocco,MAR,9603948.0
2019,Poland,POL,Mozambique,MOZ,58877.0
2019,Poland,POL,Oman,OMN,1864840.0
2019,Poland,POL,Nauru,NRU,7.0
2019,Poland,POL,Nepal,NPL,57184.0
2019,Poland,POL,Netherlands,NLD,45571152.0
2019,Poland,POL,Curaçao,CUW,7294.0
2019,Poland,POL,Aruba,ABW,20.0
2019,Poland,POL,Saint Maarten,SXM,31644.0
2019,Poland,POL,New Caledonia,NCL,30629.0
2019,Poland,POL,New Zealand,NZL,251137.0
2019,Poland,POL,Nigeria,NGA,2873157.0
2019,Poland,POL,"Other Europe, nes",E19,1105.0
2019,Poland,POL,Norway,NOR,3163164.0
2019,Poland,POL,Pakistan,PAK,2224412.0
2019,Poland,POL,Panama,PAN,87554.0
2019,Poland,POL,Peru,PER,4606946.0
2019,Poland,POL,Philippines,PHL,927512.0
2019,Poland,POL,Portugal,PRT,10182584.0
2019,Poland,POL,Qatar,QAT,1859647.0
2019,Poland,POL,Romania,ROU,40653582.0
2019,Poland,POL,Russian Federation,RUS,187620444.0
2019,Poland,POL,Rwanda,RWA,87.0
2019,Poland,POL,Saint Barthélemy,BLM,66.0
2019,Poland,POL,Saint Kitts and Nevis,KNA,68.0
2019,Poland,POL,Saudi Arabia,SAU,7323149.0
2019,Poland,POL,Senegal,SEN,1394.0
2019,Poland,POL,Serbia,SRB,4081563.0
2019,Poland,POL,Seychelles,SYC,1922.0
2019,Poland,POL,India,IND,4658265.0
2019,Poland,POL,Singapore,SGP,891439.0
2019,Poland,POL,Slovakia,SVK,20046410.0
2019,Poland,POL,Viet Nam,VNM,3866101.0
2019,Poland,POL,Slovenia,SVN,2246306.0
2019,Poland,POL,South Africa,ZAF,44506647.0
2019,Poland,POL,Spain,ESP,49955289.0
2019,Poland,POL,Sudan,SDN,131888.0
2019,Poland,POL,Sweden,SWE,22224782.0
2019,Poland,POL,Switzerland,CHE,3917961.0
2019,Poland,POL,Syria,SYR,120360.0
2019,Poland,POL,Tajikistan,TJK,113332.0
2019,Poland,POL,Thailand,THA,726095.0
2019,Poland,POL,Trinidad and Tobago,TTO,8565.0
2019,Poland,POL,United Arab Emirates,ARE,43834907.0
2019,Poland,POL,Tunisia,TUN,2317600.0
2019,Poland,POL,Türkiye,TUR,22416819.0
2019,Poland,POL,Turkmenistan,TKM,169088.0
2019,Poland,POL,Uganda,UGA,262.0
2019,Poland,POL,Ukraine,UKR,56439681.0
2019,Poland,POL,North Macedonia,MKD,522690.0
2019,Poland,POL,Egypt,EGY,7330405.0
2019,Poland,POL,United Kingdom,GBR,122757630.0
2019,Poland,POL,United Rep. of Tanzania,TZA,125552.0
2019,Poland,POL,Bunkers,X1 ,91.0
2019,Poland,POL,Special Categories,XX ,14.0
2019,Poland,POL,USA,USA,17492085.0
2019,Poland,POL,Uruguay,URY,25773.0
2019,Poland,POL,Uzbekistan,UZB,1368768.0
2019,Poland,POL,Venezuela,VEN,385.0
2019,Poland,POL,Zambia,ZMB,256.0
2019,Poland,POL,"Areas, nes",_X ,6201885.0
2020,Poland,POL,Afghanistan,AFG,32965.0
2020,Poland,POL,Albania,ALB,454512.0
2020,Poland,POL,Antarctica,ATA,26.0
2020,Poland,POL,Algeria,DZA,704488.0
2020,Poland,POL,Andorra,AND,8845.0
2020,Poland,POL,Angola,AGO,124556.0
2020,Poland,POL,Azerbaijan,AZE,1220071.0
2020,Poland,POL,Argentina,ARG,119920.0
2020,Poland,POL,Australia,AUS,1018294.0
2020,Poland,POL,Austria,AUT,13449403.0
2020,Poland,POL,Bahamas,BHS,514.0
2020,Poland,POL,Bahrain,BHR,1291833.0
2020,Poland,POL,Bangladesh,BGD,556750.0
2020,Poland,POL,Armenia,ARM,1090656.0
2020,Poland,POL,Belgium,BEL,157366219.0
2020,Poland,POL,Bermuda,BMU,5895.0
2020,Poland,POL,Bolivia (Plurinational State of),BOL,18301.0
2020,Poland,POL,Bosnia Herzegovina,BIH,1239656.0
2020,Poland,POL,Brazil,BRA,384995.0
2020,Poland,POL,Bulgaria,BGR,3800515.0
2020,Poland,POL,Myanmar,MMR,3358.0
2020,Poland,POL,Belarus,BLR,8367207.0
2020,Poland,POL,Cambodia,KHM,21338.0
2020,Poland,POL,Canada,CAN,2185204.0
2020,Poland,POL,Cabo Verde,CPV,2961.0
2020,Poland,POL,Sri Lanka,LKA,295911.0
2020,Poland,POL,Chile,CHL,1579598.0
2020,Poland,POL,China,CHN,4723680.0
2020,Poland,POL,Colombia,COL,7426462.0
2020,Poland,POL,Comoros,COM,5075.0
2020,Poland,POL,Congo,COG,270.0
2020,Poland,POL,Dem. Rep. of the Congo,COD,31084.0
2020,Poland,POL,Costa Rica,CRI,3084426.0
2020,Poland,POL,Croatia,HRV,4163292.0
2020,Poland,POL,Cyprus,CYP,999521.0
2020,Poland,POL,Czechia,CZE,170343262.0
2020,Poland,POL,Benin,BEN,148.0
2020,Poland,POL,Denmark,DNK,11058336.0
2020,Poland,POL,Dominican Rep.,DOM,397267.0
2020,Poland,POL,Ecuador,ECU,1029534.0
2020,Poland,POL,El Salvador,SLV,496.0
2020,Poland,POL,Ethiopia,ETH,27253.0
2020,Poland,POL,Estonia,EST,8563713.0
2020,Poland,POL,Faroe Isds,FRO,41593.0
2020,Poland,POL,Fiji,FJI,7565.0
2020,Poland,POL,Finland,FIN,4275491.0
2020,Poland,POL,France,FRA,85626500.0
2020,Poland,POL,Fr. South Antarctic Terr.,ATF,167.0
2020,Poland,POL,Gabon,GAB,8404.0
2020,Poland,POL,Georgia,GEO,6240656.0
2020,Poland,POL,State of Palestine,PSE,153993.0
2020,Poland,POL,Germany,DEU,342682915.0
2020,Poland,POL,Ghana,GHA,400.0
2020,Poland,POL,Gibraltar,GIB,514.0
2020,Poland,POL,Greece,GRC,11084539.0
2020,Poland,POL,Greenland,GRL,6649.0
2020,Poland,POL,Guam,GUM,1031.0
2020,Poland,POL,Guatemala,GTM,158485.0
2020,Poland,POL,Guyana,GUY,10810.0
2020,Poland,POL,Haiti,HTI,43.0
2020,Poland,POL,Honduras,HND,93.0
2020,Poland,POL,"China, Hong Kong SAR",HKG,6682243.0
2020,Poland,POL,Hungary,HUN,33393539.0
2020,Poland,POL,Iceland,ISL,414509.0
2020,Poland,POL,Indonesia,IDN,3509681.0
2020,Poland,POL,Iran,IRN,217383.0
2020,Poland,POL,Iraq,IRQ,3171149.0
2020,Poland,POL,Ireland,IRL,4142472.0
2020,Poland,POL,Israel,ISR,3064342.0
2020,Poland,POL,Italy,ITA,51073632.0
2020,Poland,POL,Côte d'Ivoire,CIV,14918.0
2020,Poland,POL,Jamaica,JAM,103.0
2020,Poland,POL,Japan,JPN,1092215.0
2020,Poland,POL,Kazakhstan,KAZ,227376888.0
2020,Poland,POL,Jordan,JOR,1178669.0
2020,Poland,POL,Kenya,KEN,188.0
2020,Poland,POL,Rep. of Korea,KOR,746680.0
2020,Poland,POL,Kuwait,KWT,3780596.0
2020,Poland,POL,Kyrgyzstan,KGZ,448768.0
2020,Poland,POL,Lao People's Dem. Rep.,LAO,20156.0
2020,Poland,POL,Lebanon,LBN,606301.0
2020,Poland,POL,Latvia,LVA,13080793.0
2020,Poland,POL,Libya,LBY,1453344.0
2020,Poland,POL,Lithuania,LTU,23758653.0
2020,Poland,POL,Luxembourg,LUX,3195970.0
2020,Poland,POL,"China, Macao SAR",MAC,3707.0
2020,Poland,POL,Madagascar,MDG,59.0
2020,Poland,POL,Malaysia,MYS,580993.0
2020,Poland,POL,Maldives,MDV,15536.0
2020,Poland,POL,Mali,MLI,28.0
2020,Poland,POL,Malta,MLT,558662.0
2020,Poland,POL,Mauritania,MRT,227891.0
2020,Poland,POL,Mauritius,MUS,349070.0
2020,Poland,POL,Mexico,MEX,10689720.0
2020,Poland,POL,"Other Asia, nes",S19,1613277.0
2020,Poland,POL,Mongolia,MNG,2541750.0
2020,Poland,POL,Rep. of Moldova,MDA,2963279.0
2020,Poland,POL,Montenegro,MNE,284164.0
2020,Poland,POL,Morocco,MAR,10985330.0
2020,Poland,POL,Mozambique,MOZ,62563.0
2020,Poland,POL,Oman,OMN,1085011.0
2020,Poland,POL,Nepal,NPL,24797.0
2020,Poland,POL,Netherlands,NLD,50468091.0
2020,Poland,POL,Curaçao,CUW,9082.0
2020,Poland,POL,Aruba,ABW,57.0
2020,Poland,POL,Saint Maarten,SXM,8224.0
2020,Poland,POL,New Caledonia,NCL,40209.0
2020,Poland,POL,New Zealand,NZL,90647.0
2020,Poland,POL,Nigeria,NGA,2448759.0
2020,Poland,POL,"Other Europe, nes",E19,470.0
2020,Poland,POL,Norway,NOR,3548781.0
2020,Poland,POL,Pakistan,PAK,1422837.0
2020,Poland,POL,Paraguay,PRY,1394.0
2020,Poland,POL,Peru,PER,4354145.0
2020,Poland,POL,Philippines,PHL,573973.0
2020,Poland,POL,Portugal,PRT,9044762.0
2020,Poland,POL,Qatar,QAT,1912218.0
2020,Poland,POL,Romania,ROU,24158330.0
2020,Poland,POL,Russian Federation,RUS,159130854.0
2020,Poland,POL,Rwanda,RWA,4208.0
2020,Poland,POL,Saint Kitts and Nevis,KNA,473.0
2020,Poland,POL,San Marino,SMR,45265.0
2020,Poland,POL,Saudi Arabia,SAU,4434178.0
2020,Poland,POL,Senegal,SEN,8462.0
2020,Poland,POL,Serbia,SRB,4024154.0
2020,Poland,POL,Seychelles,SYC,2383.0
2020,Poland,POL,India,IND,2186722.0
2020,Poland,POL,Singapore,SGP,1010169.0
2020,Poland,POL,Slovakia,SVK,30356791.0
2020,Poland,POL,Viet Nam,VNM,3656994.0
2020,Poland,POL,Slovenia,SVN,2466664.0
2020,Poland,POL,South Africa,ZAF,31733101.0
2020,Poland,POL,Zimbabwe,ZWE,5540.0
2020,Poland,POL,Spain,ESP,52326553.0
2020,Poland,POL,Sudan,SDN,198953.0
2020,Poland,POL,Sweden,SWE,19904763.0
2020,Poland,POL,Switzerland,CHE,20922291.0
2020,Poland,POL,Syria,SYR,26509.0
2020,Poland,POL,Tajikistan,TJK,186987.0
2020,Poland,POL,Thailand,THA,236189.0
2020,Poland,POL,Trinidad and Tobago,TTO,3150.0
2020,Poland,POL,United Arab Emirates,ARE,19396769.0
2020,Poland,POL,Tunisia,TUN,2873050.0
2020,Poland,POL,Türkiye,TUR,18325139.0
2020,Poland,POL,Turkmenistan,TKM,362118.0
2020,Poland,POL,Uganda,UGA,84227.0
2020,Poland,POL,Ukraine,UKR,56636777.0
2020,Poland,POL,North Macedonia,MKD,408009.0
2020,Poland,POL,Egypt,EGY,5993580.0
2020,Poland,POL,United Kingdom,GBR,111693098.0
2020,Poland,POL,Special Categories,XX ,197.0
2020,Poland,POL,USA,USA,31314659.0
2020,Poland,POL,Uruguay,URY,17239.0
2020,Poland,POL,Uzbekistan,UZB,2276920.0
2020,Poland,POL,Venezuela,VEN,4836.0
2020,Poland,POL,Yemen,YEM,22253.0
2020,Poland,POL,"Areas, nes",_X ,2067608.0
2021,Poland,POL,Albania,ALB,733768.0
2021,Poland,POL,Antarctica,ATA,73.0
2021,Poland,POL,Algeria,DZA,196243.0
2021,Poland,POL,Andorra,AND,30924.0
2021,Poland,POL,Angola,AGO,134212.0
2021,Poland,POL,Azerbaijan,AZE,2610855.0
2021,Poland,POL,Argentina,ARG,337219.0
2021,Poland,POL,Australia,AUS,2046952.0
2021,Poland,POL,Austria,AUT,18113357.0
2021,Poland,POL,Bahamas,BHS,660.0
2021,Poland,POL,Bahrain,BHR,1422053.0
2021,Poland,POL,Bangladesh,BGD,1045242.0
2021,Poland,POL,Armenia,ARM,1445716.0
2021,Poland,POL,Belgium,BEL,211786652.0
2021,Poland,POL,Bermuda,BMU,2858.0
2021,Poland,POL,Bhutan,BTN,519.0
2021,Poland,POL,Bolivia (Plurinational State of),BOL,24073.0
2021,Poland,POL,Bosnia Herzegovina,BIH,2190543.0
2021,Poland,POL,Botswana,BWA,105.0
2021,Poland,POL,Brazil,BRA,22690.0
2021,Poland,POL,Brunei Darussalam,BRN,20.0
2021,Poland,POL,Bulgaria,BGR,5549098.0
2021,Poland,POL,Belarus,BLR,8881622.0
2021,Poland,POL,Cambodia,KHM,32907.0
2021,Poland,POL,Canada,CAN,1977823.0
2021,Poland,POL,Sri Lanka,LKA,801800.0
2021,Poland,POL,Chile,CHL,2624608.0
2021,Poland,POL,China,CHN,5510465.0
2021,Poland,POL,Colombia,COL,9196889.0
2021,Poland,POL,Dem. Rep. of the Congo,COD,20648.0
2021,Poland,POL,Costa Rica,CRI,2779825.0
2021,Poland,POL,Croatia,HRV,5370727.0
2021,Poland,POL,Cyprus,CYP,1471322.0
2021,Poland,POL,Czechia,CZE,172739061.0
2021,Poland,POL,Denmark,DNK,15294834.0
2021,Poland,POL,Dominican Rep.,DOM,387005.0
2021,Poland,POL,Ecuador,ECU,1351051.0
2021,Poland,POL,El Salvador,SLV,71.0
2021,Poland,POL,Ethiopia,ETH,2508.0
2021,Poland,POL,Eritrea,ERI,50489.0
2021,Poland,POL,Estonia,EST,9147036.0
2021,Poland,POL,Faroe Isds,FRO,35982.0
2021,Poland,POL,Finland,FIN,4799554.0
2021,Poland,POL,France,FRA,100295228.0
2021,Poland,POL,French Polynesia,PYF,82.0
2021,Poland,POL,Georgia,GEO,4549533.0
2021,Poland,POL,Gambia,GMB,2.0
2021,Poland,POL,State of Palestine,PSE,90992.0
2021,Poland,POL,Germany,DEU,433491672.0
2021,Poland,POL,Ghana,GHA,156848.0
2021,Poland,POL,Gibraltar,GIB,122.0
2021,Poland,POL,Greece,GRC,13522979.0
2021,Poland,POL,Greenland,GRL,124171.0
2021,Poland,POL,Guatemala,GTM,158295.0
2021,Poland,POL,Guyana,GUY,7748.0
2021,Poland,POL,Honduras,HND,116.0
2021,Poland,POL,"China, Hong Kong SAR",HKG,6594584.0
2021,Poland,POL,Hungary,HUN,36638399.0
2021,Poland,POL,Iceland,ISL,529551.0
2021,Poland,POL,Indonesia,IDN,1195057.0
2021,Poland,POL,Iran,IRN,201643.0
2021,Poland,POL,Iraq,IRQ,2486775.0
2021,Poland,POL,Ireland,IRL,4777476.0
2021,Poland,POL,Israel,ISR,4303631.0
2021,Poland,POL,Italy,ITA,59544965.0
2021,Poland,POL,Côte d'Ivoire,CIV,10223.0
2021,Poland,POL,Jamaica,JAM,95125.0
2021,Poland,POL,Japan,JPN,1284624.0
2021,Poland,POL,Kazakhstan,KAZ,115147940.0
2021,Poland,POL,Jordan,JOR,1704549.0
2021,Poland,POL,Kenya,KEN,35125.0
2021,Poland,POL,Rep. of Korea,KOR,875923.0
2021,Poland,POL,Kuwait,KWT,3734320.0
2021,Poland,POL,Kyrgyzstan,KGZ,715175.0
2021,Poland,POL,Lebanon,LBN,1154969.0
2021,Poland,POL,Latvia,LVA,16451863.0
2021,Poland,POL,Libya,LBY,1372450.0
2021,Poland,POL,Lithuania,LTU,27799638.0
2021,Poland,POL,Luxembourg,LUX,3137496.0
2021,Poland,POL,"China, Macao SAR",MAC,24755.0
2021,Poland,POL,Madagascar,MDG,3035.0
2021,Poland,POL,Malaysia,MYS,604078.0
2021,Poland,POL,Maldives,MDV,22357.0
2021,Poland,POL,Mali,MLI,157.0
2021,Poland,POL,Malta,MLT,706175.0
2021,Poland,POL,Mauritania,MRT,773447.0
2021,Poland,POL,Mauritius,MUS,401674.0
2021,Poland,POL,Mexico,MEX,8364637.0
2021,Poland,POL,"Other Asia, nes",S19,1238194.0
2021,Poland,POL,Mongolia,MNG,4588903.0
2021,Poland,POL,Rep. of Moldova,MDA,4337969.0
2021,Poland,POL,Montenegro,MNE,306940.0
2021,Poland,POL,Morocco,MAR,10954059.0
2021,Poland,POL,Mozambique,MOZ,77584.0
2021,Poland,POL,Oman,OMN,1895252.0
2021,Poland,POL,Nepal,NPL,110626.0
2021,Poland,POL,Netherlands,NLD,61136713.0
2021,Poland,POL,Curaçao,CUW,2543.0
2021,Poland,POL,Aruba,ABW,7588.0
2021,Poland,POL,Saint Maarten,SXM,168.0
2021,Poland,POL,New Caledonia,NCL,20433.0
2021,Poland,POL,New Zealand,NZL,145111.0
2021,Poland,POL,Niger,NER,14.0
2021,Poland,POL,Nigeria,NGA,3911151.0
2021,Poland,POL,"Other Europe, nes",E19,92834.0
2021,Poland,POL,Norway,NOR,3840847.0
2021,Poland,POL,Pakistan,PAK,2162717.0
2021,Poland,POL,Peru,PER,4351322.0
2021,Poland,POL,Philippines,PHL,342893.0
2021,Poland,POL,Portugal,PRT,9951783.0
2021,Poland,POL,Qatar,QAT,2011334.0
2021,Poland,POL,Romania,ROU,28350377.0
2021,Poland,POL,Russian Federation,RUS,170515287.0
2021,Poland,POL,Rwanda,RWA,809.0
2021,Poland,POL,San Marino,SMR,400.0
2021,Poland,POL,Saudi Arabia,SAU,6666199.0
2021,Poland,POL,Senegal,SEN,58118.0
2021,Poland,POL,Serbia,SRB,5093827.0
2021,Poland,POL,Seychelles,SYC,6261.0
2021,Poland,POL,India,IND,2454329.0
2021,Poland,POL,Singapore,SGP,3044927.0
2021,Poland,POL,Slovakia,SVK,28589942.0
2021,Poland,POL,Viet Nam,VNM,4359811.0
2021,Poland,POL,Slovenia,SVN,2917723.0
2021,Poland,POL,South Africa,ZAF,39148214.0
2021,Poland,POL,Spain,ESP,53888446.0
2021,Poland,POL,Sudan,SDN,65620.0
2021,Poland,POL,Suriname,SUR,4831.0
2021,Poland,POL,Sweden,SWE,24591425.0
2021,Poland,POL,Switzerland,CHE,40210069.0
2021,Poland,POL,Syria,SYR,11116.0
2021,Poland,POL,Tajikistan,TJK,151382.0
2021,Poland,POL,Thailand,THA,679389.0
2021,Poland,POL,Trinidad and Tobago,TTO,11225.0
2021,Poland,POL,United Arab Emirates,ARE,22576114.0
2021,Poland,POL,Tunisia,TUN,2446869.0
2021,Poland,POL,Türkiye,TUR,20674536.0
2021,Poland,POL,Turkmenistan,TKM,265044.0
2021,Poland,POL,Uganda,UGA,1774.0
2021,Poland,POL,Ukraine,UKR,67368532.0
2021,Poland,POL,North Macedonia,MKD,616977.0
2021,Poland,POL,Egypt,EGY,5945427.0
2021,Poland,POL,United Kingdom,GBR,130860791.0
2021,Poland,POL,United Rep. of Tanzania,TZA,2361.0
2021,Poland,POL,Bunkers,X1 ,57.0
2021,Poland,POL,USA,USA,38411093.0
2021,Poland,POL,Uruguay,URY,30555.0
2021,Poland,POL,Uzbekistan,UZB,2862396.0
2021,Poland,POL,Venezuela,VEN,54575.0
2021,Poland,POL,Samoa,WSM,338.0
2021,Poland,POL,Yemen,YEM,47267.0
2021,Poland,POL,"Areas, nes",_X ,2500233.0
2022,Poland,POL,Albania,ALB,1059960.0
2022,Poland,POL,Algeria,DZA,125800.0
2022,Poland,POL,Andorra,AND,21316.0
2022,Poland,POL,Angola,AGO,180089.0
2022,Poland,POL,Azerbaijan,AZE,3176952.0
2022,Poland,POL,Argentina,ARG,159473.0
2022,Poland,POL,Australia,AUS,1530532.0
2022,Poland,POL,Austria,AUT,18590932.0
2022,Poland,POL,Bahamas,BHS,543.0
2022,Poland,POL,Bahrain,BHR,1244351.0
2022,Poland,POL,Bangladesh,BGD,798019.0
2022,Poland,POL,Armenia,ARM,2705527.0
2022,Poland,POL,Belgium,BEL,193429120.0
2022,Poland,POL,Bermuda,BMU,3401.0
2022,Poland,POL,Bhutan,BTN,135.0
2022,Poland,POL,Bolivia (Plurinational State of),BOL,24891.0
2022,Poland,POL,Bosnia Herzegovina,BIH,2817451.0
2022,Poland,POL,Brazil,BRA,77735.0
2022,Poland,POL,Bulgaria,BGR,6176307.0
2022,Poland,POL,Myanmar,MMR,14985.0
2022,Poland,POL,Belarus,BLR,8781066.0
2022,Poland,POL,Cambodia,KHM,51.0
2022,Poland,POL,Cameroon,CMR,18.0
2022,Poland,POL,Canada,CAN,2087716.0
2022,Poland,POL,Cabo Verde,CPV,32326.0
2022,Poland,POL,Sri Lanka,LKA,225029.0
2022,Poland,POL,Chile,CHL,1693159.0
2022,Poland,POL,China,CHN,3900238.0
2022,Poland,POL,Colombia,COL,9487725.0
2022,Poland,POL,Dem. Rep. of the Congo,COD,31407.0
2022,Poland,POL,Costa Rica,CRI,2414608.0
2022,Poland,POL,Croatia,HRV,5511756.0
2022,Poland,POL,Cuba,CUB,82807.0
2022,Poland,POL,Cyprus,CYP,1940878.0
2022,Poland,POL,Czechia,CZE,205255236.0
2022,Poland,POL,Denmark,DNK,16360021.0
2022,Poland,POL,Dominica,DMA,41392.0
2022,Poland,POL,Dominican Rep.,DOM,357562.0
2022,Poland,POL,Ecuador,ECU,1395692.0
2022,Poland,POL,El Salvador,SLV,265.0
2022,Poland,POL,Ethiopia,ETH,1595.0
2022,Poland,POL,Estonia,EST,10572322.0
2022,Poland,POL,Faroe Isds,FRO,21455.0
2022,Poland,POL,Fiji,FJI,3413.0
